oceans,regions,sub_regions,sampling_method,measurement,unit,density_range,density_class,date,season,year,density_marker_size,geometry,density_numeric
Atlantic Ocean,NA,NA,Neuston net,0.051836,pieces/m3,0.005-1,Medium,1998-04-03,Spring,1998,6.5,"c(-77.52, 29.98)",3
Pacific Ocean,NA,NA,Manta net,0.50676,pieces/m3,0.005-1,Medium,2019-12-07,Winter,2019,6.5,"c(-129.924617, 42.573183)",3
Atlantic Ocean,NA,NA,Neuston net,0.0108,pieces/m3,0.005-1,Medium,1992-05-18,Spring,1992,6.5,"c(-66.23, 42.43)",3
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,1997-06-22,Summer,1997,4.75,"c(-69.57, 40.3)",2
Atlantic Ocean,NA,NA,Neuston net,0.003292,pieces/m3,0.0005-0.005,Low,2008-08-03,Summer,2008,4.75,"c(-69.15, 40.65)",2
Pacific Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2002-08-18,Summer,2002,3,"c(-122.54, 37.64)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2001-07-01,Summer,2001,3,"c(-65.17, 32.04)",1
Atlantic Ocean,NA,NA,Neuston net,0.028076,pieces/m3,0.005-1,Medium,1995-05-18,Spring,1995,6.5,"c(-74.27, 24.55)",3
Atlantic Ocean,NA,NA,Neuston net,0.395684,pieces/m3,0.005-1,Medium,2001-05-19,Spring,2001,6.5,"c(-65.18, 26.97)",3
Atlantic Ocean,NA,NA,Neuston net,0.133908,pieces/m3,0.005-1,Medium,1995-05-22,Spring,1995,6.5,"c(-69.7, 28.72)",3
Pacific Ocean,Monterey Bay National Marine Sanctuary,NA,Grab sample,0.002,pieces/m3,0.0005-0.005,Low,2015-01-29,Winter,2015,4.75,"c(-121.9669, 36.9572)",2
Pacific Ocean,Gulf of California,NA,PVC cylinder,0,pieces/m3,0-100,Very Low,2018-07-13,Summer,2018,3,"c(-110.349147, 24.14189)",1
Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,1000,pieces/m3,>=10,Very High,2017-07-05,Summer,2017,10,"c(-82.6316, 27.9899)",5
Atlantic Ocean,NA,NA,Neuston net,0.009256,pieces/m3,0.005-1,Medium,2006-07-16,Summer,2006,6.5,"c(-69.42, 42.6)",3
Pacific Ocean,NA,NA,Neuston net,0.088651,pieces/m3,0.005-1,Medium,2009-06-15,Summer,2009,6.5,"c(-128.353, 24.2205)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2000-10-17,Fall,2000,3,"c(-71.18, 40.25)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1999-06-25,Summer,1999,3,"c(-66.7, 41.58)",1
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,1993-02-17,Winter,1993,4.75,"c(-74.05, 24.05)",2
Atlantic Ocean,NA,NA,Neuston net,0.164148,pieces/m3,0.005-1,Medium,1997-04-19,Spring,1997,6.5,"c(-69.41, 24.21)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1998-03-27,Spring,1998,3,"c(-80.52, 24.35)",1
Atlantic Ocean,NA,NA,Neuston net,0.001056,pieces/m3,0.0005-0.005,Low,2007-12-23,Winter,2007,4.75,"c(-81.93, 24.2)",2
Atlantic Ocean,NA,NA,Neuston net,0.00432,pieces/m3,0.0005-0.005,Low,1998-01-30,Winter,1998,4.75,"c(-79.43, 25.5)",2
Atlantic Ocean,Gulf of Mexico,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2001-01-29,Winter,2001,3,"c(-82.62, 24.91)",1
Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,2000,pieces/m3,>=10,Very High,2017-07-24,Summer,2017,10,"c(-82.7832, 27.61)",5
Atlantic Ocean,NA,NA,Neuston net,0.030236,pieces/m3,0.005-1,Medium,1992-02-17,Winter,1992,6.5,"c(-75.28, 26.3)",3
Atlantic Ocean,NA,NA,Neuston net,0.00432,pieces/m3,0.0005-0.005,Low,1994-02-10,Winter,1994,4.75,"c(-79.13, 26.2)",2
Pacific Ocean,NA,NA,Neuston net,0.00214,pieces/m3,0.0005-0.005,Low,2002-08-03,Summer,2002,4.75,"c(-125.22, 47.19)",2
Pacific Ocean,NA,NA,Grab sample,0,pieces/m3,0-0.0005,Very Low,2014-12-12,Winter,2014,3,"c(-123.8997, 45.5544)",1
Atlantic Ocean,NA,NA,Neuston net,0.00864,pieces/m3,0.005-1,Medium,1997-10-18,Fall,1997,6.5,"c(-68.07, 42.52)",3
Atlantic Ocean,NA,NA,Neuston net,0.00432,pieces/m3,0.0005-0.005,Low,2001-04-10,Spring,2001,4.75,"c(-66.94, 32.03)",2
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1987-05-27,Spring,1987,3,"c(-69.38, 37.37)",1
Atlantic Ocean,NA,NA,Neuston net,0.036716,pieces/m3,0.005-1,Medium,1995-06-24,Summer,1995,6.5,"c(-70.6, 40.48)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2004-10-18,Fall,2004,3,"c(-67.97, 39.71)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2003-08-03,Summer,2003,3,"c(-67.71, 40.47)",1
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,2001-04-07,Spring,2001,4.75,"c(-72.14, 30.61)",2
Atlantic Ocean,NA,NA,Neuston net,0.00432,pieces/m3,0.0005-0.005,Low,1990-04-15,Spring,1990,4.75,"c(-70.12, 24.08)",2
Atlantic Ocean,NA,NA,Neuston net,0.01296,pieces/m3,0.005-1,Medium,1990-04-12,Spring,1990,6.5,"c(-72.7, 24.3)",3
Atlantic Ocean,NA,NA,Neuston net,0.0216,pieces/m3,0.005-1,Medium,2005-02-20,Winter,2005,6.5,"c(-68.42, 25.96)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2002-03-31,Spring,2002,3,"c(-80.07, 25.21)",1
Atlantic Ocean,NA,NA,Neuston net,0.01512,pieces/m3,0.005-1,Medium,2006-03-26,Spring,2006,6.5,"c(-79.38, 25.27)",3
Atlantic Ocean,NA,NA,Neuston net,0.030236,pieces/m3,0.005-1,Medium,1995-05-15,Spring,1995,6.5,"c(-74.8, 25.67)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1992-04-27,Spring,1992,3,"c(-74.98, 24.22)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1995-02-16,Winter,1995,3,"c(-75.82, 24.22)",1
Atlantic Ocean,Gulf of Mexico,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1999-01-03,Winter,1999,3,"c(-84.47, 24.32)",1
Atlantic Ocean,NA,NA,Neuston net,0.0108,pieces/m3,0.005-1,Medium,2004-05-15,Spring,2004,6.5,"c(-76.23, 32.44)",3
Atlantic Ocean,NA,NA,Neuston net,0.0108,pieces/m3,0.005-1,Medium,1994-07-11,Summer,1994,6.5,"c(-65.85, 40.65)",3
Atlantic Ocean,NA,NA,Neuston net,0.110152,pieces/m3,0.005-1,Medium,1991-05-11,Spring,1991,6.5,"c(-68.43, 29.38)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1994-05-15,Spring,1994,3,"c(-68.9, 29.13)",1
Atlantic Ocean,NA,NA,Grab sample,0.016,pieces/m3,0.005-1,Medium,2015-11-13,Fall,2015,6.5,"c(-76.4797, 38.8992)",3
Atlantic Ocean,NA,NA,Neuston net,2.308856,pieces/m3,1-10,High,1997-05-23,Spring,1997,8.25,"c(-74.03, 24.58)",4
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1999-03-31,Spring,1999,3,"c(-78.42, 26.21)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2004-05-11,Spring,2004,3,"c(-79.85, 26.72)",1
Atlantic Ocean,Gulf of Mexico,Tampa Bay,Plankton net,18.1,pieces/m3,>=10,Very High,2017-06-19,Summer,2017,10,"c(-82.7832, 27.61)",5
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2006-07-05,Summer,2006,3,"c(-70.32, 41.55)",1
Atlantic Ocean,NA,NA,Neuston net,0.010796,pieces/m3,0.005-1,Medium,1996-07-04,Summer,1996,6.5,"c(-70.15, 42.13)",3
Atlantic Ocean,NA,NA,Neuston net,0.11192,pieces/m3,0.005-1,Medium,2000-04-11,Spring,2000,6.5,"c(-67.32, 31.96)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1996-10-23,Fall,1996,3,"c(-65.5, 35.43)",1
Atlantic Ocean,NA,NA,Neuston net,0.0048,pieces/m3,0.0005-0.005,Low,1995-06-27,Summer,1995,4.75,"c(-69.29, 38.88)",2
Atlantic Ocean,NA,NA,Grab sample,0.004,pieces/m3,0.0005-0.005,Low,2014-08-23,Summer,2014,4.75,"c(-75.0895, 38.7202)",2
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,2002-05-22,Spring,2002,4.75,"c(-68.14, 32.04)",2
Atlantic Ocean,NA,NA,Neuston net,0.0216,pieces/m3,0.005-1,Medium,1998-04-19,Spring,1998,6.5,"c(-71.97, 25.2)",3
Atlantic Ocean,NA,NA,Neuston net,0.043196,pieces/m3,0.005-1,Medium,1990-05-03,Spring,1990,6.5,"c(-66.42, 30.28)",3
Atlantic Ocean,NA,NA,Neuston net,0.0216,pieces/m3,0.005-1,Medium,2000-04-08,Spring,2000,6.5,"c(-72.7, 31.04)",3
Atlantic Ocean,NA,NA,Neuston net,0.320376,pieces/m3,0.005-1,Medium,2003-05-17,Spring,2003,6.5,"c(-73.5, 30.84)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1991-04-23,Spring,1991,3,"c(-76.1, 24.55)",1
Atlantic Ocean,NA,NA,Neuston net,0.004048,pieces/m3,0.0005-0.005,Low,1987-02-09,Winter,1987,4.75,"c(-75.28, 25.47)",2
Atlantic Ocean,NA,NA,Neuston net,0.01296,pieces/m3,0.005-1,Medium,1991-04-19,Spring,1991,6.5,"c(-78.7, 26.42)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1994-09-27,Fall,1994,3,"c(-67.22, 43.75)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2001-07-11,Summer,2001,3,"c(-69.57, 43.53)",1
Atlantic Ocean,NA,NA,Neuston net,0.00864,pieces/m3,0.005-1,Medium,1999-06-28,Summer,1999,6.5,"c(-70.59, 42.46)",3
Atlantic Ocean,NA,NA,Neuston net,0.075592,pieces/m3,0.005-1,Medium,1999-04-07,Spring,1999,6.5,"c(-68.4, 31.3)",3
Atlantic Ocean,NA,NA,Neuston net,0.110152,pieces/m3,0.005-1,Medium,1989-05-30,Spring,1989,6.5,"c(-65.16, 32.79)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2005-09-04,Fall,2005,3,"c(-68.54, 42.09)",1
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,1999-07-23,Summer,1999,4.75,"c(-70.07, 40.48)",2
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1992-02-21,Winter,1992,3,"c(-72.43, 24.38)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1999-04-06,Spring,1999,3,"c(-70.34, 31.19)",1
Atlantic Ocean,NA,NA,Neuston net,0.032396,pieces/m3,0.005-1,Medium,1997-04-04,Spring,1997,6.5,"c(-72.33, 30.28)",3
Pacific Ocean,Gulf of California,NA,PVC cylinder,2115.655853,pieces/m3,500-30000,Medium,2018-06-23,Summer,2018,6.5,"c(-113.541203, 31.29732)",3
Atlantic Ocean,Gulf of Mexico,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2007-02-02,Winter,2007,3,"c(-84.57, 25.3)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2007-12-30,Winter,2007,3,"c(-82.23, 24.22)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1994-01-15,Winter,1994,3,"c(-80.15, 24.05)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2001-02-14,Winter,2001,3,"c(-80.01, 25.01)",1
Atlantic Ocean,NA,NA,Neuston net,0.0024,pieces/m3,0.0005-0.005,Low,2004-02-22,Winter,2004,4.75,"c(-75.69, 26.09)",2
Atlantic Ocean,NA,NA,Neuston net,0.0072,pieces/m3,0.005-1,Medium,1998-02-12,Winter,1998,6.5,"c(-78.13, 26.23)",3
Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,3000,pieces/m3,>=10,Very High,2016-11-15,Fall,2016,10,"c(-82.6415, 27.6279)",5
Pacific Ocean,NA,NA,Manta net,0.168787,pieces/m3,0.005-1,Medium,2019-12-09,Winter,2019,6.5,"c(-129.009, 45.2925)",3
Atlantic Ocean,NA,NA,Neuston net,0.014556,pieces/m3,0.005-1,Medium,2007-10-15,Fall,2007,6.5,"c(-65.6, 37.18)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1998-10-18,Fall,1998,3,"c(-68.37, 37.79)",1
Atlantic Ocean,NA,NA,Neuston net,0.00432,pieces/m3,0.0005-0.005,Low,1991-06-26,Summer,1991,4.75,"c(-69.21, 41.6)",2
Atlantic Ocean,NA,NA,Neuston net,0.01512,pieces/m3,0.005-1,Medium,1997-08-19,Summer,1997,6.5,"c(-70.03, 40.35)",3
Atlantic Ocean,NA,NA,Neuston net,0.01728,pieces/m3,0.005-1,Medium,1995-06-26,Summer,1995,6.5,"c(-69.98, 39.66)",3
Atlantic Ocean,NA,NA,Neuston net,0.283176,pieces/m3,0.005-1,Medium,2003-05-19,Spring,2003,6.5,"c(-70.32, 30.49)",3
Atlantic Ocean,NA,NA,Neuston net,0.069116,pieces/m3,0.005-1,Medium,1993-05-16,Spring,1993,6.5,"c(-70.35, 29.69)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2002-05-19,Spring,2002,3,"c(-71.82, 32.2)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1992-04-24,Spring,1992,3,"c(-75.98, 24.82)",1
Atlantic Ocean,NA,NA,Neuston net,0.048284,pieces/m3,0.005-1,Medium,1990-04-13,Spring,1990,6.5,"c(-71.23, 24.83)",3
Atlantic Ocean,NA,NA,Neuston net,0.01512,pieces/m3,0.005-1,Medium,1992-05-04,Spring,1992,6.5,"c(-71.74, 27.97)",3
Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,0,pieces/m3,0-0.0005,Very Low,2016-08-09,Summer,2016,3,"c(-82.4093, 27.8524)",1
Atlantic Ocean,NA,NA,Neuston net,0.003928,pieces/m3,0.0005-0.005,Low,2000-02-21,Winter,2000,4.75,"c(-75.45, 27.69)",2
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1995-02-10,Winter,1995,3,"c(-76.22, 25.73)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1994-01-03,Winter,1994,3,"c(-76.47, 25.85)",1
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,2006-03-29,Spring,2006,4.75,"c(-77.8, 25.94)",2
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1999-02-12,Winter,1999,3,"c(-79.75, 26.93)",1
Atlantic Ocean,NA,NA,Neuston net,0.021608,pieces/m3,0.005-1,Medium,1997-02-14,Winter,1997,6.5,"c(-78.93, 28.17)",3
Atlantic Ocean,NA,NA,Neuston net,0.244752,pieces/m3,0.005-1,Medium,2001-04-03,Spring,2001,6.5,"c(-76.26, 29.86)",3
Pacific Ocean,NA,NA,Neuston net,0.027,pieces/m3,0.005-1,Medium,1972-09-29,Fall,1972,6.5,"c(-129, 31)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1991-06-17,Summer,1991,3,"c(-69.3, 41.83)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2002-10-18,Fall,2002,3,"c(-69.59, 41.37)",1
Atlantic Ocean,NA,NA,Neuston net,0.00648,pieces/m3,0.005-1,Medium,2007-07-18,Summer,2007,6.5,"c(-68.56, 42.4)",3
Atlantic Ocean,NA,NA,Neuston net,0.794816,pieces/m3,0.005-1,Medium,1990-05-02,Spring,1990,6.5,"c(-67.29, 31.16)",3
Atlantic Ocean,NA,NA,Manta net,0.055279,pieces/m3,0.005-1,Medium,2021-06-01,Summer,2021,6.5,"c(-75.570167, 37.124333)",3
Atlantic Ocean,NA,NA,Neuston net,0.0216,pieces/m3,0.005-1,Medium,1994-05-17,Spring,1994,6.5,"c(-67.12, 31.28)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2004-04-29,Spring,2004,3,"c(-82.09, 24.11)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2000-04-01,Spring,2000,3,"c(-79.38, 25.39)",1
Atlantic Ocean,NA,NA,Neuston net,0.200864,pieces/m3,0.005-1,Medium,2001-04-06,Spring,2001,6.5,"c(-76.7, 30.61)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1997-03-30,Spring,1997,3,"c(-79.7, 29.56)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1992-02-17,Winter,1992,3,"c(-76.35, 25.72)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1993-05-08,Spring,1993,3,"c(-77.65, 25.95)",1
Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,4000,pieces/m3,>=10,Very High,2017-07-24,Summer,2017,10,"c(-82.5675, 27.8261)",5
Atlantic Ocean,NA,NA,Neuston net,0.093864,pieces/m3,0.005-1,Medium,2001-04-08,Spring,2001,6.5,"c(-69.43, 31.25)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2003-10-18,Fall,2003,3,"c(-69.97, 39.52)",1
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,2004-06-26,Summer,2004,4.75,"c(-71.19, 39.35)",2
Atlantic Ocean,NA,NA,Neuston net,0.007856,pieces/m3,0.005-1,Medium,1998-02-23,Winter,1998,6.5,"c(-68.03, 25.5)",3
Atlantic Ocean,Gulf of Mexico,NA,Neuston net,0.0108,pieces/m3,0.005-1,Medium,1993-01-26,Winter,1993,6.5,"c(-83.51, 25.01)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1996-04-02,Spring,1996,3,"c(-75.97, 24.95)",1
Pacific Ocean,Gulf of California,NA,PVC cylinder,705.218618,pieces/m3,500-30000,Medium,2018-07-13,Summer,2018,6.5,"c(-110.349147, 24.14189)",3
Atlantic Ocean,NA,NA,Neuston net,0.0027,pieces/m3,0.0005-0.005,Low,1995-05-09,Spring,1995,4.75,"c(-76.93, 25.77)",2
Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,0,pieces/m3,0-0.0005,Very Low,2017-06-05,Summer,2017,3,"c(-82.6943, 27.9456)",1
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,2005-08-11,Summer,2005,4.75,"c(-69.33, 41.83)",2
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2004-08-21,Summer,2004,3,"c(-68.92, 41.16)",1
Atlantic Ocean,NA,NA,Neuston net,0.01296,pieces/m3,0.005-1,Medium,2001-07-13,Summer,2001,6.5,"c(-68.65, 40.86)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1993-08-08,Summer,1993,3,"c(-70.42, 40.93)",1
Atlantic Ocean,NA,NA,Neuston net,0.003928,pieces/m3,0.0005-0.005,Low,1998-07-31,Summer,1998,4.75,"c(-70.57, 40.79)",2
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1989-05-26,Spring,1989,3,"c(-68.88, 38.87)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2008-06-27,Summer,2008,3,"c(-71.21, 40.04)",1
Atlantic Ocean,NA,NA,Grab sample,0.009,pieces/m3,0.005-1,Medium,2014-06-14,Summer,2014,6.5,"c(-71.3283, 41.4793)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1998-08-15,Summer,1998,3,"c(-70.8, 41.37)",1
Atlantic Ocean,NA,NA,Neuston net,0.01728,pieces/m3,0.005-1,Medium,1991-05-04,Spring,1991,6.5,"c(-67.87, 31.32)",3
Pacific Ocean,NA,NA,Manta net,0.035,pieces/m3,0.005-1,Medium,2009-08-03,Summer,2009,6.5,"c(-119.9918, 32.4016)",3
Atlantic Ocean,NA,NA,Neuston net,0.01512,pieces/m3,0.005-1,Medium,1992-04-27,Spring,1992,6.5,"c(-76.09, 24.53)",3
Atlantic Ocean,NA,NA,Neuston net,0.024292,pieces/m3,0.005-1,Medium,1997-03-30,Spring,1997,6.5,"c(-80.1, 28.73)",3
Atlantic Ocean,NA,NA,Neuston net,0.00648,pieces/m3,0.005-1,Medium,1998-03-31,Spring,1998,6.5,"c(-76.85, 25.78)",3
Atlantic Ocean,NA,NA,Neuston net,0.028076,pieces/m3,0.005-1,Medium,1995-01-27,Winter,1995,6.5,"c(-78.88, 26.18)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1995-05-10,Spring,1995,3,"c(-79.5, 27.2)",1
Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,2000,pieces/m3,>=10,Very High,2017-06-19,Summer,2017,10,"c(-82.6415, 27.6279)",5
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2007-09-05,Fall,2007,3,"c(-67.7, 43.68)",1
Pacific Ocean,NA,NA,Neuston net,0.194436,pieces/m3,0.005-1,Medium,2003-07-20,Summer,2003,6.5,"c(-128.9, 40.68)",3
Atlantic Ocean,NA,NA,Neuston net,0.01728,pieces/m3,0.005-1,Medium,1997-07-05,Summer,1997,6.5,"c(-70.33, 40.53)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1992-10-17,Fall,1992,3,"c(-67.45, 38.48)",1
Atlantic Ocean,NA,NA,Neuston net,0.105832,pieces/m3,0.005-1,Medium,1996-05-20,Spring,1996,6.5,"c(-65.21, 32.14)",3
Atlantic Ocean,New York Bight,NA,Grab sample,0.002,pieces/m3,0.0005-0.005,Low,2015-03-22,Spring,2015,4.75,"c(-74.1979, 39.9537)",2
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2002-07-29,Summer,2002,3,"c(-69.58, 42.31)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2008-08-04,Summer,2008,3,"c(-69.24, 42.1)",1
Atlantic Ocean,NA,NA,Neuston net,0.114472,pieces/m3,0.005-1,Medium,1992-05-05,Spring,1992,6.5,"c(-69.72, 29.65)",3
Atlantic Ocean,NA,NA,Neuston net,0.079736,pieces/m3,0.005-1,Medium,1997-04-30,Spring,1997,6.5,"c(-82.22, 24.12)",3
Atlantic Ocean,NA,NA,Neuston net,0.00432,pieces/m3,0.0005-0.005,Low,1991-04-25,Spring,1991,4.75,"c(-76.27, 24.46)",2
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1990-04-09,Spring,1990,3,"c(-76, 25.37)",1
Atlantic Ocean,NA,NA,Neuston net,0.02376,pieces/m3,0.005-1,Medium,1993-05-12,Spring,1993,6.5,"c(-75, 26)",3
Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,0,pieces/m3,0-0.0005,Very Low,2016-11-15,Fall,2016,3,"c(-82.6868, 27.5737)",1
Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,0,pieces/m3,0-0.0005,Very Low,2016-09-20,Fall,2016,3,"c(-82.4987, 27.729)",1
Pacific Ocean,NA,NA,Neuston net,2.611356,pieces/m3,1-10,High,2010-07-13,Summer,2010,8.25,"c(-128.9, 40.68)",4
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2000-07-25,Summer,2000,3,"c(-70.88, 41.33)",1
Atlantic Ocean,NA,NA,Neuston net,0.061696,pieces/m3,0.005-1,Medium,1996-10-18,Fall,1996,6.5,"c(-68.55, 41.88)",3
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,1992-05-17,Spring,1992,4.75,"c(-65.54, 40.35)",2
Atlantic Ocean,NA,NA,Neuston net,0.003928,pieces/m3,0.0005-0.005,Low,2000-04-20,Spring,2000,4.75,"c(-65.53, 29.13)",2
Atlantic Ocean,NA,NA,Neuston net,0.026268,pieces/m3,0.005-1,Medium,2008-04-06,Spring,2008,6.5,"c(-70.4, 28.95)",3
Atlantic Ocean,NA,NA,Neuston net,0.0108,pieces/m3,0.005-1,Medium,1992-06-19,Summer,1992,6.5,"c(-71.53, 41.12)",3
Atlantic Ocean,NA,NA,Neuston net,0.0027,pieces/m3,0.0005-0.005,Low,1997-05-16,Spring,1997,4.75,"c(-76.97, 25.6)",2
Atlantic Ocean,Gulf of Mexico,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1996-03-23,Spring,1996,3,"c(-82.8, 27.2)",1
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,2007-04-04,Spring,2007,4.75,"c(-77.39, 28.5)",2
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1998-03-31,Spring,1998,3,"c(-79.8, 26.87)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1998-02-12,Winter,1998,3,"c(-80.02, 28)",1
Pacific Ocean,NA,NA,Manta net,0.009,pieces/m3,0.005-1,Medium,2010-10-27,Fall,2010,6.5,"c(-125.8362, 36.5987)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1998-06-26,Summer,1998,3,"c(-67.81, 43.48)",1
Atlantic Ocean,NA,NA,Neuston net,0.043244,pieces/m3,0.005-1,Medium,1994-07-26,Summer,1994,6.5,"c(-66.93, 44.28)",3
Atlantic Ocean,NA,NA,Neuston net,0.0054,pieces/m3,0.005-1,Medium,1989-06-12,Summer,1989,6.5,"c(-67.68, 40.5)",3
Atlantic Ocean,NA,NA,Neuston net,0.024684,pieces/m3,0.005-1,Medium,2000-06-02,Summer,2000,6.5,"c(-71.95, 27.46)",3
Pacific Ocean,Gulf of California,NA,PVC cylinder,705.218618,pieces/m3,500-30000,Medium,2018-06-23,Summer,2018,6.5,"c(-113.541203, 31.29732)",3
